platform_label,fixture_id,fixture_family,mutation,source_strict_accept,source_issue_codes,source_decode_success,encoder,policy,policy_action,output_emitted,output_strict_accept,output_issue_codes,output_decode_success,input_envelope_bytes,envelope_contract_applicable,input_envelope_byte_exact,semantic_contract_applicable,supported_semantics_retained,output_exif_orientation,output_icc_profile_sha256,compressed_core_exact,pixels_exact_to_reencode_control,reencode_mean_absolute_error,reencode_maximum_absolute_error,output_size_bytes,output_sha256,output_bgr_sha256,error_category
linux-x64-reference,exif_orientation_6_valid,valid_exif,orientation_6,1,none,1,pillow,reject,normalize_supported_metadata,1,1,none,1,36,1,1,1,1,6,,1,1,0.036680912,7,2738,325ad4c6210dbae088f7c5a264b35ef09e80563a57cb9242f8754bc069fb9c9c,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_orientation_6_valid,valid_exif,orientation_6,1,none,1,opencv,preserve,blind_copy_input_envelope,1,1,none,1,36,1,1,1,1,6,,1,1,0.036680912,7,2738,325ad4c6210dbae088f7c5a264b35ef09e80563a57cb9242f8754bc069fb9c9c,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_orientation_6_valid,valid_exif,orientation_6,1,none,1,opencv,strip,strip_input_metadata,1,1,none,1,36,1,0,1,0,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_orientation_6_valid,valid_exif,orientation_6,1,none,1,opencv,normalize,normalize_supported_metadata,1,1,none,1,36,1,1,1,1,6,,1,1,0.036680912,7,2738,325ad4c6210dbae088f7c5a264b35ef09e80563a57cb9242f8754bc069fb9c9c,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_orientation_6_valid,valid_exif,orientation_6,1,none,1,opencv,reject,normalize_supported_metadata,1,1,none,1,36,1,1,1,1,6,,1,1,0.036680912,7,2738,325ad4c6210dbae088f7c5a264b35ef09e80563a57cb9242f8754bc069fb9c9c,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_orientation_9,malformed_exif,orientation_out_of_range,0,exif_orientation_out_of_range,1,pillow,preserve,blind_copy_input_envelope,1,0,exif_orientation_out_of_range,1,36,1,1,0,n/a,,,1,1,0.036680912,7,2738,ae979d81b63e58404a8b8e492eed61240c86c511ea041ea8f4a7dec6dc4fec71,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_orientation_9,malformed_exif,orientation_out_of_range,0,exif_orientation_out_of_range,1,pillow,strip,strip_input_metadata,1,1,none,1,36,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_orientation_9,malformed_exif,orientation_out_of_range,0,exif_orientation_out_of_range,1,pillow,normalize,strip_invalid_input_metadata,1,1,none,1,36,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_orientation_9,malformed_exif,orientation_out_of_range,0,exif_orientation_out_of_range,1,pillow,reject,strict_reject,0,n/a,n/a,0,36,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,exif_orientation_9,malformed_exif,orientation_out_of_range,0,exif_orientation_out_of_range,1,opencv,preserve,blind_copy_input_envelope,1,0,exif_orientation_out_of_range,1,36,1,1,0,n/a,,,1,1,0.036680912,7,2738,ae979d81b63e58404a8b8e492eed61240c86c511ea041ea8f4a7dec6dc4fec71,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_orientation_9,malformed_exif,orientation_out_of_range,0,exif_orientation_out_of_range,1,opencv,strip,strip_input_metadata,1,1,none,1,36,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_orientation_9,malformed_exif,orientation_out_of_range,0,exif_orientation_out_of_range,1,opencv,normalize,strip_invalid_input_metadata,1,1,none,1,36,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_orientation_9,malformed_exif,orientation_out_of_range,0,exif_orientation_out_of_range,1,opencv,reject,strict_reject,0,n/a,n/a,0,36,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,exif_truncated_header,malformed_exif,truncated_tiff_header,0,exif_truncated_tiff_header,1,pillow,preserve,blind_copy_input_envelope,1,0,exif_truncated_tiff_header,1,13,1,1,0,n/a,,,1,1,0.036680912,7,2715,1b244cc1d224fa9c705aed6bbfa14ef0eb1a127defd28f0644f0d0816e4a92f6,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_truncated_header,malformed_exif,truncated_tiff_header,0,exif_truncated_tiff_header,1,pillow,strip,strip_input_metadata,1,1,none,1,13,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_truncated_header,malformed_exif,truncated_tiff_header,0,exif_truncated_tiff_header,1,pillow,normalize,strip_invalid_input_metadata,1,1,none,1,13,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_truncated_header,malformed_exif,truncated_tiff_header,0,exif_truncated_tiff_header,1,pillow,reject,strict_reject,0,n/a,n/a,0,13,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,exif_truncated_header,malformed_exif,truncated_tiff_header,0,exif_truncated_tiff_header,1,opencv,preserve,blind_copy_input_envelope,1,0,exif_truncated_tiff_header,1,13,1,1,0,n/a,,,1,1,0.036680912,7,2715,1b244cc1d224fa9c705aed6bbfa14ef0eb1a127defd28f0644f0d0816e4a92f6,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_truncated_header,malformed_exif,truncated_tiff_header,0,exif_truncated_tiff_header,1,opencv,strip,strip_input_metadata,1,1,none,1,13,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_truncated_header,malformed_exif,truncated_tiff_header,0,exif_truncated_tiff_header,1,opencv,normalize,strip_invalid_input_metadata,1,1,none,1,13,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_truncated_header,malformed_exif,truncated_tiff_header,0,exif_truncated_tiff_header,1,opencv,reject,strict_reject,0,n/a,n/a,0,13,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,icc_duplicate_sequence,malformed_icc,duplicate_sequence_one,0,icc_duplicate_sequence,1,pillow,preserve,blind_copy_input_envelope,1,0,icc_duplicate_sequence,1,1212,1,1,0,n/a,,,1,1,0.036680912,7,3914,f027572c293dc341ac225265f0266c82e59c958ad580484c47fedccdd37425b1,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_duplicate_sequence,malformed_icc,duplicate_sequence_one,0,icc_duplicate_sequence,1,pillow,strip,strip_input_metadata,1,1,none,1,1212,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_duplicate_sequence,malformed_icc,duplicate_sequence_one,0,icc_duplicate_sequence,1,pillow,normalize,strip_invalid_input_metadata,1,1,none,1,1212,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_duplicate_sequence,malformed_icc,duplicate_sequence_one,0,icc_duplicate_sequence,1,pillow,reject,strict_reject,0,n/a,n/a,0,1212,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,icc_duplicate_sequence,malformed_icc,duplicate_sequence_one,0,icc_duplicate_sequence,1,opencv,preserve,blind_copy_input_envelope,1,0,icc_duplicate_sequence,1,1212,1,1,0,n/a,,,1,1,0.036680912,7,3914,f027572c293dc341ac225265f0266c82e59c958ad580484c47fedccdd37425b1,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_duplicate_sequence,malformed_icc,duplicate_sequence_one,0,icc_duplicate_sequence,1,opencv,strip,strip_input_metadata,1,1,none,1,1212,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_duplicate_sequence,malformed_icc,duplicate_sequence_one,0,icc_duplicate_sequence,1,opencv,normalize,strip_invalid_input_metadata,1,1,none,1,1212,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_duplicate_sequence,malformed_icc,duplicate_sequence_one,0,icc_duplicate_sequence,1,opencv,reject,strict_reject,0,n/a,n/a,0,1212,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,icc_gamma_2_2_valid,valid_icc,single_complete_chunk,1,none,1,pillow,preserve,blind_copy_input_envelope,1,1,none,1,606,1,1,1,1,,c166791a6d33d4d0ffc3b9a411d2a34b91b2e0df85ad5c7e1b47d4cac9a31f0d,1,1,0.036680912,7,3308,c52166fe773f8b2a469643e9cee5d3eaf5dfae0bf14d78b6502969cd9cd70dd6,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_gamma_2_2_valid,valid_icc,single_complete_chunk,1,none,1,pillow,strip,strip_input_metadata,1,1,none,1,606,1,0,1,0,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_gamma_2_2_valid,valid_icc,single_complete_chunk,1,none,1,pillow,normalize,normalize_supported_metadata,1,1,none,1,606,1,1,1,1,,c166791a6d33d4d0ffc3b9a411d2a34b91b2e0df85ad5c7e1b47d4cac9a31f0d,1,1,0.036680912,7,3308,c52166fe773f8b2a469643e9cee5d3eaf5dfae0bf14d78b6502969cd9cd70dd6,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_gamma_2_2_valid,valid_icc,single_complete_chunk,1,none,1,pillow,reject,normalize_supported_metadata,1,1,none,1,606,1,1,1,1,,c166791a6d33d4d0ffc3b9a411d2a34b91b2e0df85ad5c7e1b47d4cac9a31f0d,1,1,0.036680912,7,3308,c52166fe773f8b2a469643e9cee5d3eaf5dfae0bf14d78b6502969cd9cd70dd6,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_gamma_2_2_valid,valid_icc,single_complete_chunk,1,none,1,opencv,preserve,blind_copy_input_envelope,1,1,none,1,606,1,1,1,1,,c166791a6d33d4d0ffc3b9a411d2a34b91b2e0df85ad5c7e1b47d4cac9a31f0d,1,1,0.036680912,7,3308,c52166fe773f8b2a469643e9cee5d3eaf5dfae0bf14d78b6502969cd9cd70dd6,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_gamma_2_2_valid,valid_icc,single_complete_chunk,1,none,1,opencv,strip,strip_input_metadata,1,1,none,1,606,1,0,1,0,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_gamma_2_2_valid,valid_icc,single_complete_chunk,1,none,1,opencv,normalize,normalize_supported_metadata,1,1,none,1,606,1,1,1,1,,c166791a6d33d4d0ffc3b9a411d2a34b91b2e0df85ad5c7e1b47d4cac9a31f0d,1,1,0.036680912,7,3308,c52166fe773f8b2a469643e9cee5d3eaf5dfae0bf14d78b6502969cd9cd70dd6,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_gamma_2_2_valid,valid_icc,single_complete_chunk,1,none,1,opencv,reject,normalize_supported_metadata,1,1,none,1,606,1,1,1,1,,c166791a6d33d4d0ffc3b9a411d2a34b91b2e0df85ad5c7e1b47d4cac9a31f0d,1,1,0.036680912,7,3308,c52166fe773f8b2a469643e9cee5d3eaf5dfae0bf14d78b6502969cd9cd70dd6,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_inconsistent_chunk_count,malformed_icc,chunk_counts_two_and_three,0,icc_inconsistent_chunk_count,1,pillow,preserve,blind_copy_input_envelope,1,0,icc_inconsistent_chunk_count,1,624,1,1,0,n/a,,,1,1,0.036680912,7,3326,393adbf315a06d105ae4f201eb18acc24d3e453e3d3bb425eb5ef97c31a8ae04,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_inconsistent_chunk_count,malformed_icc,chunk_counts_two_and_three,0,icc_inconsistent_chunk_count,1,pillow,strip,strip_input_metadata,1,1,none,1,624,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_inconsistent_chunk_count,malformed_icc,chunk_counts_two_and_three,0,icc_inconsistent_chunk_count,1,pillow,normalize,strip_invalid_input_metadata,1,1,none,1,624,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_inconsistent_chunk_count,malformed_icc,chunk_counts_two_and_three,0,icc_inconsistent_chunk_count,1,pillow,reject,strict_reject,0,n/a,n/a,0,624,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,icc_inconsistent_chunk_count,malformed_icc,chunk_counts_two_and_three,0,icc_inconsistent_chunk_count,1,opencv,preserve,blind_copy_input_envelope,1,0,icc_inconsistent_chunk_count,1,624,1,1,0,n/a,,,1,1,0.036680912,7,3326,393adbf315a06d105ae4f201eb18acc24d3e453e3d3bb425eb5ef97c31a8ae04,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_inconsistent_chunk_count,malformed_icc,chunk_counts_two_and_three,0,icc_inconsistent_chunk_count,1,opencv,strip,strip_input_metadata,1,1,none,1,624,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_inconsistent_chunk_count,malformed_icc,chunk_counts_two_and_three,0,icc_inconsistent_chunk_count,1,opencv,normalize,strip_invalid_input_metadata,1,1,none,1,624,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_inconsistent_chunk_count,malformed_icc,chunk_counts_two_and_three,0,icc_inconsistent_chunk_count,1,opencv,reject,strict_reject,0,n/a,n/a,0,624,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,icc_missing_second_chunk,malformed_icc,declared_two_observed_one,0,icc_missing_sequence,1,pillow,preserve,blind_copy_input_envelope,1,0,icc_missing_sequence,1,606,1,1,0,n/a,,,1,1,0.036680912,7,3308,7268c13086bd362eed6855fce625b7447f44ad6a0dbd75d1d40ac0130469a8ae,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_missing_second_chunk,malformed_icc,declared_two_observed_one,0,icc_missing_sequence,1,pillow,strip,strip_input_metadata,1,1,none,1,606,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_missing_second_chunk,malformed_icc,declared_two_observed_one,0,icc_missing_sequence,1,pillow,normalize,strip_invalid_input_metadata,1,1,none,1,606,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_missing_second_chunk,malformed_icc,declared_two_observed_one,0,icc_missing_sequence,1,pillow,reject,strict_reject,0,n/a,n/a,0,606,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,icc_missing_second_chunk,malformed_icc,declared_two_observed_one,0,icc_missing_sequence,1,opencv,preserve,blind_copy_input_envelope,1,0,icc_missing_sequence,1,606,1,1,0,n/a,,,1,1,0.036680912,7,3308,7268c13086bd362eed6855fce625b7447f44ad6a0dbd75d1d40ac0130469a8ae,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_missing_second_chunk,malformed_icc,declared_two_observed_one,0,icc_missing_sequence,1,opencv,strip,strip_input_metadata,1,1,none,1,606,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_missing_second_chunk,malformed_icc,declared_two_observed_one,0,icc_missing_sequence,1,opencv,normalize,strip_invalid_input_metadata,1,1,none,1,606,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_missing_second_chunk,malformed_icc,declared_two_observed_one,0,icc_missing_sequence,1,opencv,reject,strict_reject,0,n/a,n/a,0,606,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,icc_truncated_chunk_header,malformed_icc,missing_chunk_count,0,icc_truncated_chunk_header,0,pillow,preserve,source_decode_failed,0,n/a,n/a,0,17,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,source_decoder_rejected
linux-x64-reference,icc_truncated_chunk_header,malformed_icc,missing_chunk_count,0,icc_truncated_chunk_header,0,pillow,strip,source_decode_failed,0,n/a,n/a,0,17,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,source_decoder_rejected
linux-x64-reference,icc_truncated_chunk_header,malformed_icc,missing_chunk_count,0,icc_truncated_chunk_header,0,pillow,normalize,source_decode_failed,0,n/a,n/a,0,17,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,source_decoder_rejected
linux-x64-reference,icc_truncated_chunk_header,malformed_icc,missing_chunk_count,0,icc_truncated_chunk_header,0,pillow,reject,strict_reject,0,n/a,n/a,0,17,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,source_decoder_rejected
linux-x64-reference,icc_truncated_chunk_header,malformed_icc,missing_chunk_count,0,icc_truncated_chunk_header,0,opencv,preserve,source_decode_failed,0,n/a,n/a,0,17,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,source_decoder_rejected
linux-x64-reference,icc_truncated_chunk_header,malformed_icc,missing_chunk_count,0,icc_truncated_chunk_header,0,opencv,strip,source_decode_failed,0,n/a,n/a,0,17,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,source_decoder_rejected
linux-x64-reference,icc_truncated_chunk_header,malformed_icc,missing_chunk_count,0,icc_truncated_chunk_header,0,opencv,normalize,source_decode_failed,0,n/a,n/a,0,17,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,source_decoder_rejected
linux-x64-reference,icc_truncated_chunk_header,malformed_icc,missing_chunk_count,0,icc_truncated_chunk_header,0,opencv,reject,strict_reject,0,n/a,n/a,0,17,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,source_decoder_rejected
linux-x64-reference,icc_truncated_profile,malformed_icc,profile_size_mismatch,0,icc_profile_size_mismatch,1,pillow,preserve,blind_copy_input_envelope,1,0,icc_profile_size_mismatch,1,574,1,1,0,n/a,,8aa7bfef09c9ec0d809b063a45f56f426fc361c85589a67822e0953528dfe6e8,1,1,0.036680912,7,3276,a279cb888599372312e59b6917ad20c8700186d83607d3a692eac28213c5cced,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_truncated_profile,malformed_icc,profile_size_mismatch,0,icc_profile_size_mismatch,1,pillow,strip,strip_input_metadata,1,1,none,1,574,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_truncated_profile,malformed_icc,profile_size_mismatch,0,icc_profile_size_mismatch,1,pillow,normalize,strip_invalid_input_metadata,1,1,none,1,574,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_truncated_profile,malformed_icc,profile_size_mismatch,0,icc_profile_size_mismatch,1,pillow,reject,strict_reject,0,n/a,n/a,0,574,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,icc_truncated_profile,malformed_icc,profile_size_mismatch,0,icc_profile_size_mismatch,1,opencv,preserve,blind_copy_input_envelope,1,0,icc_profile_size_mismatch,1,574,1,1,0,n/a,,8aa7bfef09c9ec0d809b063a45f56f426fc361c85589a67822e0953528dfe6e8,1,1,0.036680912,7,3276,a279cb888599372312e59b6917ad20c8700186d83607d3a692eac28213c5cced,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_truncated_profile,malformed_icc,profile_size_mismatch,0,icc_profile_size_mismatch,1,opencv,strip,strip_input_metadata,1,1,none,1,574,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_truncated_profile,malformed_icc,profile_size_mismatch,0,icc_profile_size_mismatch,1,opencv,normalize,strip_invalid_input_metadata,1,1,none,1,574,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_truncated_profile,malformed_icc,profile_size_mismatch,0,icc_profile_size_mismatch,1,opencv,reject,strict_reject,0,n/a,n/a,0,574,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,icc_zero_sequence,malformed_icc,zero_sequence_number,0,icc_zero_sequence_number|icc_missing_sequence,1,pillow,preserve,blind_copy_input_envelope,1,0,icc_zero_sequence_number|icc_missing_sequence,1,606,1,1,0,n/a,,,1,1,0.036680912,7,3308,5d272d1b9e9f404a4568b7dd1184dd536538c33d6a6115474d1e743effc6ef12,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_zero_sequence,malformed_icc,zero_sequence_number,0,icc_zero_sequence_number|icc_missing_sequence,1,pillow,strip,strip_input_metadata,1,1,none,1,606,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_zero_sequence,malformed_icc,zero_sequence_number,0,icc_zero_sequence_number|icc_missing_sequence,1,pillow,normalize,strip_invalid_input_metadata,1,1,none,1,606,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_zero_sequence,malformed_icc,zero_sequence_number,0,icc_zero_sequence_number|icc_missing_sequence,1,pillow,reject,strict_reject,0,n/a,n/a,0,606,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,icc_zero_sequence,malformed_icc,zero_sequence_number,0,icc_zero_sequence_number|icc_missing_sequence,1,opencv,preserve,blind_copy_input_envelope,1,0,icc_zero_sequence_number|icc_missing_sequence,1,606,1,1,0,n/a,,,1,1,0.036680912,7,3308,5d272d1b9e9f404a4568b7dd1184dd536538c33d6a6115474d1e743effc6ef12,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,icc_zero_sequence,malformed_icc,zero_sequence_number,0,icc_zero_sequence_number|icc_missing_sequence,1,opencv,strip,strip_input_metadata,1,1,none,1,606,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
