contract_version,control_id,stage,source_file,source_sha256,relation_id,analysis_edge_index,first_node_id,second_node_id,curve_type,length,edge_tolerance,representative_normal_dot,representative_normals_parallel,topology_provenance,geometry_provenance,exchange_provenance
1.0.0,fillet_operation,step_imported,graph_fillet_operation.step,c10fee8a84fc0205bc5afd8dfbb089f8f41d0e2c1fe6e19cb2b29020729b5758,e4,4,f1,f3,line,8,9.9999999999999995e-08,0.70710678118662085,0,OCCT unique-subshape maps and face-edge ownership,OCCT B-Rep adaptors and geometric properties,committed normalized STEP fixture SHA-256
1.0.0,fillet_operation,step_imported,graph_fillet_operation.step,c10fee8a84fc0205bc5afd8dfbb089f8f41d0e2c1fe6e19cb2b29020729b5758,e5,5,f2,f4,line,12,9.9999999999999995e-08,0,0,OCCT unique-subshape maps and face-edge ownership,OCCT B-Rep adaptors and geometric properties,committed normalized STEP fixture SHA-256
1.0.0,fillet_operation,step_imported,graph_fillet_operation.step,c10fee8a84fc0205bc5afd8dfbb089f8f41d0e2c1fe6e19cb2b29020729b5758,e6,6,f2,f7,line,6,9.9999999999999995e-08,0,0,OCCT unique-subshape maps and face-edge ownership,OCCT B-Rep adaptors and geometric properties,committed normalized STEP fixture SHA-256
1.0.0,fillet_operation,step_imported,graph_fillet_operation.step,c10fee8a84fc0205bc5afd8dfbb089f8f41d0e2c1fe6e19cb2b29020729b5758,e7,7,f2,f6,line,11,9.9999999999999995e-08,0,0,OCCT unique-subshape maps and face-edge ownership,OCCT B-Rep adaptors and geometric properties,committed normalized STEP fixture SHA-256
1.0.0,fillet_operation,step_imported,graph_fillet_operation.step,c10fee8a84fc0205bc5afd8dfbb089f8f41d0e2c1fe6e19cb2b29020729b5758,e8,8,f2,f3,circle,1.5707963267948966,9.9999999999999995e-08,0,0,OCCT unique-subshape maps and face-edge ownership,OCCT B-Rep adaptors and geometric properties,committed normalized STEP fixture SHA-256
1.0.0,fillet_operation,step_imported,graph_fillet_operation.step,c10fee8a84fc0205bc5afd8dfbb089f8f41d0e2c1fe6e19cb2b29020729b5758,e9,9,f3,f5,circle,1.5707963267948966,9.9999999999999995e-08,0,0,OCCT unique-subshape maps and face-edge ownership,OCCT B-Rep adaptors and geometric properties,committed normalized STEP fixture SHA-256
1.0.0,fillet_operation,step_imported,graph_fillet_operation.step,c10fee8a84fc0205bc5afd8dfbb089f8f41d0e2c1fe6e19cb2b29020729b5758,e10,10,f3,f6,line,8,9.9999999999999995e-08,0.70710678118647419,0,OCCT unique-subshape maps and face-edge ownership,OCCT B-Rep adaptors and geometric properties,committed normalized STEP fixture SHA-256
1.0.0,fillet_operation,step_imported,graph_fillet_operation.step,c10fee8a84fc0205bc5afd8dfbb089f8f41d0e2c1fe6e19cb2b29020729b5758,e11,11,f4,f7,line,8,9.9999999999999995e-08,0,0,OCCT unique-subshape maps and face-edge ownership,OCCT B-Rep adaptors and geometric properties,committed normalized STEP fixture SHA-256
1.0.0,fillet_operation,step_imported,graph_fillet_operation.step,c10fee8a84fc0205bc5afd8dfbb089f8f41d0e2c1fe6e19cb2b29020729b5758,e12,12,f4,f5,line,12,9.9999999999999995e-08,0,0,OCCT unique-subshape maps and face-edge ownership,OCCT B-Rep adaptors and geometric properties,committed normalized STEP fixture SHA-256
1.0.0,fillet_operation,step_imported,graph_fillet_operation.step,c10fee8a84fc0205bc5afd8dfbb089f8f41d0e2c1fe6e19cb2b29020729b5758,e13,13,f5,f7,line,6,9.9999999999999995e-08,0,0,OCCT unique-subshape maps and face-edge ownership,OCCT B-Rep adaptors and geometric properties,committed normalized STEP fixture SHA-256
1.0.0,fillet_operation,step_imported,graph_fillet_operation.step,c10fee8a84fc0205bc5afd8dfbb089f8f41d0e2c1fe6e19cb2b29020729b5758,e14,14,f5,f6,line,11,9.9999999999999995e-08,0,0,OCCT unique-subshape maps and face-edge ownership,OCCT B-Rep adaptors and geometric properties,committed normalized STEP fixture SHA-256
1.0.0,fillet_operation,step_imported,graph_fillet_operation.step,c10fee8a84fc0205bc5afd8dfbb089f8f41d0e2c1fe6e19cb2b29020729b5758,e15,15,f6,f7,line,8,9.9999999999999995e-08,0,0,OCCT unique-subshape maps and face-edge ownership,OCCT B-Rep adaptors and geometric properties,committed normalized STEP fixture SHA-256
